filename,label,trade_id,symbol,label_source,confidence
Screenshot_20260324-194412.Exness.png,LOSS,e53ffb77b15687db,BTCUSDT,real_sl_tp,0.898
Screenshot_20260331-115455.Exness.png,LOSS,47c7f887654c393f,BTCUSDT,real_sl_tp,0.886
Screenshot_20260508-102706.Exness.png,WIN,359bbd3e7110a9cd,BTCUSDT,real_sl_tp,0.888
Screenshot_20260508-203748.Exness.png,WIN,331c9c5c8dadb623,BTCUSDT,real_sl_tp,0.898
Screenshot_20260510-175744.Exness.png,LOSS,5001f554f2d93ce8,BTCUSDT,real_sl_tp,0.887
Screenshot_20260603-011516.Exness.png,WIN,7b798a13b2b4520f,BTCUSDT,real_sl_tp,0.888
Screenshot_20260611-153630.Exness.png,WIN,5d102a49d906417a,BTCUSDT,real_sl_tp,0.887
Screenshot_20260615-123130.Exness.png,WIN,d9fd6136ed148a1a,BTCUSDT,real_sl_tp,0.887
Screenshot_20260616-091847.Exness.png,LOSS,702b00567478a81a,BTCUSDT,real_sl_tp,0.886
Screenshot_20260616-131248.Exness.png,WIN,bb50c0bee8c778b8,BTCUSDT,real_sl_tp,0.885
Screenshot_20260617-130453.Exness.png,WIN,879eb20626e72768,BTCUSDT,real_sl_tp,0.884
Screenshot_20260618-103829.Exness.png,WIN,df6e2617951651da,BTCUSDT,real_sl_tp,0.888
Screenshot_20260618-221437.Exness.png,WIN,ad18524f892152a0,BTCUSDT,real_sl_tp,0.887
Screenshot_20260623-185838.Exness.png,WIN,053fe6ed37d2df86,BTCUSDT,real_sl_tp,0.899
Screenshot_20260705-135609.TradingView.png,WIN,d6879fc6e1491636,BTCUSDT,real_sl_tp,0.894
Screenshot_20260706-153325.TradingView.png,WIN,8faf3321601352e3,BTCUSDT,real_sl_tp,0.882
Screenshot_20260708-171850.TradingView.png,LOSS,77437d9f11863a2e,BTCUSDT,fixed_rr,0.848
Screenshot_20260711-170544.TradingView.png,LOSS,f5829bd661f5a6f4,BTCUSDT,fixed_rr,0.847
Screenshot_20260720-171719.TradingView.png,LOSS,1f9a9d21cd530e53,BTCUSDT,fixed_rr,0.846
Screenshot_20260804-094301.TradingView.png,WIN,09d3f57945beb3da,BTCUSDT,fixed_rr,0.837
Screenshot_20260804-131829.TradingView.png,WIN,7c29f39adba87d9a,BTCUSDT,real_sl_tp,0.887
Screenshot_20260805-142412.TradingView.png,LOSS,30c37a16e0b2c379,BTCUSDT,fixed_rr,0.834
Screenshot_20260808-202959.TradingView.png,WIN,05a81a86c5b1a4b1,BTCUSDT,fixed_rr,0.847
Screenshot_20260809-171743.TradingView.png,WIN,7d8a8aa12b7656b2,BTCUSDT,real_sl_tp,0.894
Screenshot_20260811-144419.TradingView.png,WIN,332628799a52dce5,BTCUSDT,real_sl_tp,0.886
Screenshot_20260811-181644.TradingView.png,LOSS,b3035521ae410944,BTCUSDT,real_sl_tp,0.882
Screenshot_20260811-195034.TradingView.png,WIN,a56e2b943f9410ae,BTCUSDT,real_sl_tp,0.883
Screenshot_20260812-093945.TradingView.png,LOSS,0b32843f03d381f5,BTCUSDT,real_sl_tp,0.894
Screenshot_20260813-171421.TradingView.png,WIN,daf01f514eeaf1ea,BTCUSDT,real_sl_tp,0.886
Screenshot_20260814-014701.TradingView.png,WIN,02f18ea7e2955f23,BTCUSDT,fixed_rr,0.849
Screenshot_20260814-113512.TradingView.png,WIN,bf40f8fedcfb250d,BTCUSDT,real_sl_tp,0.897
Screenshot_20260814-212143.TradingView.png,WIN,9fd9b69864ac8c73,BTCUSDT,real_sl_tp,0.884
Screenshot_20260818-105219.TradingView.png,WIN,ced722567cedc5f3,BTCUSDT,fixed_rr,0.849
Screenshot_20260818-200158.TradingView.png,WIN,c1f70da47ac60164,BTCUSDT,real_sl_tp,0.899
Screenshot_20260819-120935.TradingView.png,WIN,3bfbf8580dadad27,BTCUSDT,fixed_rr,0.7
Screenshot_20260819-173653.TradingView.png,WIN,69f76a9db9a752e8,BTCUSDT,fixed_rr,0.848
Screenshot_20260820-181747.TradingView.png,LOSS,39e619221a4c6701,BTCUSDT,real_sl_tp,0.883
Screenshot_20260820-192924.TradingView.png,LOSS,55bd8d54a0da45c7,BTCUSDT,fixed_rr,0.847
Screenshot_20260820-214753.TradingView.png,LOSS,4b0152dffb946ca8,BTCUSDT,fixed_rr,0.7
Screenshot_20260824-091137.TradingView.png,WIN,274ccb0e80a74fef,BTCUSDT,real_sl_tp,0.899
Screenshot_20260827-212648.TradingView.png,LOSS,a7b0bd3d149feabb,BTCUSDT,fixed_rr,0.849
Screenshot_20260829-142136.TradingView.png,LOSS,2ff0fd1aa63d9aa6,BTCUSDT,real_sl_tp,0.898
Screenshot_20260830-145502.TradingView.png,LOSS,9d423b6f602e6184,BTCUSDT,fixed_rr,0.85
Screenshot_20260831-094250.TradingView.png,WIN,167c33f3662653f1,BTCUSDT,real_sl_tp,0.888
Screenshot_20260901-120850.TradingView.png,LOSS,2c0d71532899b4a4,BTCUSDT,real_sl_tp,0.885
Screenshot_20260901-184153.TradingView.png,WIN,64e2e63e569c452a,BTCUSDT,real_sl_tp,0.889
Screenshot_20260902-120937.TradingView.png,LOSS,5d9047b6d01759e6,BTCUSDT,real_sl_tp,0.883
Screenshot_20260902-124913.TradingView.png,WIN,fe8957310378cadd,BTCUSDT,real_sl_tp,0.886
Screenshot_20260903-203537.TradingView.png,LOSS,6f1f251213d18681,BTCUSDT,real_sl_tp,0.889
Screenshot_20260912-110326.Moto App Launcher.png,WIN,d2fcae5dfb56fc44,BTCUSDT,fixed_rr,0.847
Screenshot_20260912-123036.TradingView.png,WIN,aa3ac2994aabd263,BTCUSDT,fixed_rr,0.848
Screenshot_20260913-172633.TradingView.png,LOSS,065ff43b41025047,BTCUSDT,fixed_rr,0.848
Screenshot_20260915-130254.TradingView.png,WIN,f68f7bd278000285,BTCUSDT,real_sl_tp,0.887
